,Story,Label,P1,P2,Last,CP_Loc,TOM Responses
0,Georgia enters hole_2. Charlie enters hole_2. Georgia enters hole_3. Charlie enters the_field. Edward enters hole_2. Frank enters hole_2. Bob enters hole_2. Bob enters the_field. Georgia enters hole_4. Danny enters hole_2. Alice enters hole_2. Alice enters hole_3. Frank enters hole_3. Charlie enters hole_2. Charlie enters the_field. Frank enters hole_2. Bob enters hole_4. Georgia enters hole_3. Georgia enters the_field. Charlie enters hole_2. Bob enters hole_1. Charlie enters hole_1. Georgia enters hole_1. Frank enters the_field. Frank enters hole_4. Frank enters hole_1. Georgia enters hole_5. Frank enters the_field. Bob enters the_field. Edward enters hole_1. Bob enters hole_4. Frank enters hole_2. Frank enters hole_1. Frank enters hole_2. Frank enters the_field. Georgia enters hole_1. Bob enters hole_3. Bob enters hole_2. Charlie enters hole_5. Charlie enters hole_2. Charlie enters hole_1. Charlie enters the_field. Charlie enters hole_1. Georgia enters hole_5. Georgia enters hole_2. Frank enters hole_4. Edward enters the_field. Frank enters hole_5. Frank enters hole_1. Frank enters the_field. Frank enters hole_4. Georgia enters hole_1. Edward enters hole_4. Edward enters hole_3. Georgia enters hole_5. Charlie enters hole_5. Bob enters hole_1. Georgia enters hole_1. Georgia enters hole_2. Edward enters the_field. Bob enters hole_2. Georgia enters hole_1. Bob enters hole_3. Charlie enters hole_2. Edward enters hole_1. Bob enters hole_4. Georgia enters hole_5. Charlie enters the_field. Edward enters hole_2. Edward enters hole_1. Georgia enters hole_4. Georgia enters hole_3. Alice enters the_field. Georgia enters the_field. Charlie enters hole_1. Bob enters hole_1. Bob enters the_field. Charlie enters hole_5. Charlie enters hole_1. Bob enters hole_2. Bob enters the_field. Bob enters hole_4. Bob enters hole_5. Georgia enters hole_4. Edward enters the_field. Edward enters hole_4. Bob enters hole_4. Edward enters hole_5. Bob enters hole_1. Edward enters hole_4. Edward enters hole_3. Georgia enters hole_3. Edward enters hole_4. Bob enters hole_2. Frank enters hole_5. Edward enters hole_1. Bob enters hole_3. Frank enters hole_1. Edward enters hole_2. Edward enters hole_3,hole_3,Danny,Alice,the_field,,Danny thinks Alice is in hole_3.
0,Charlie enters hole_4. Charlie enters hole_3. Georgia enters hole_2. Charlie enters hole_2. Frank enters hole_1. Charlie enters hole_1. Danny enters hole_1. Alice enters hole_1. Frank enters hole_2. Frank enters the_field. Bob enters hole_1. Bob enters hole_5. Edward enters hole_2. Danny enters the_field. Edward enters the_field. Charlie enters hole_2. Charlie enters hole_3. Georgia enters the_field. Georgia enters hole_1. Danny enters hole_1. Georgia enters the_field. Charlie enters the_field. Frank enters hole_1. Georgia enters hole_2. Danny enters the_field. Danny enters hole_1. Georgia enters hole_1. Edward enters hole_4. Frank enters hole_5. Danny enters hole_2. Frank enters hole_1. Danny enters hole_3. Danny enters hole_4. Danny enters hole_3. Frank enters hole_2. Edward enters hole_5. Danny enters the_field. Danny enters hole_4. Edward enters hole_1. Georgia enters the_field. Edward enters hole_2. Danny enters hole_5. Frank enters the_field. Charlie enters hole_2. Charlie enters the_field. Charlie enters hole_1. Georgia enters hole_4. Edward enters the_field. Danny enters hole_2. Charlie enters the_field. Frank enters hole_4. Edward enters hole_4. Charlie enters hole_1. Frank enters hole_5. Frank enters hole_4. Charlie enters hole_5. Edward enters hole_5. Charlie enters hole_1. Charlie enters hole_2. Edward enters hole_4. Charlie enters hole_1. Charlie enters hole_2. Charlie enters hole_3. Charlie enters the_field. Charlie enters hole_1. Georgia enters hole_5. Charlie enters hole_5. Frank enters hole_5. Georgia enters hole_1. Georgia enters hole_2. Georgia enters the_field. Danny enters the_field. Bob enters hole_4. Georgia enters hole_1. Edward enters hole_3. Frank enters hole_1. Charlie enters hole_2. Edward enters the_field. Danny enters hole_1. Frank enters the_field. Edward enters hole_1. Charlie enters hole_3. Georgia enters hole_5. Frank enters hole_2. Edward enters the_field. Frank enters the_field. Georgia enters hole_4. Georgia enters hole_3. Georgia enters hole_2. Danny enters hole_2. Georgia enters the_field. Edward enters hole_2. Georgia enters hole_2. Charlie enters hole_2. Edward enters hole_1. Edward enters hole_5. Georgia enters hole_3. Edward enters hole_2. Frank enters hole_2. Frank enters hole_1,hole_5,Alice,Bob,hole_4,,Alice last saw Bob enter hole_4.
0,Danny enters hole_1. Charlie enters hole_2. Alice enters hole_4. Charlie enters the_field. Charlie enters hole_1. Alice enters hole_1. Frank enters hole_1. Frank enters hole_5. Georgia enters hole_2. Alice enters hole_2. Danny enters hole_5. Danny enters hole_2. Georgia enters hole_3. Edward enters hole_2. Georgia enters hole_2. Georgia enters hole_1. Alice enters the_field. Bob enters hole_2. Alice enters hole_2. Georgia enters hole_5. Georgia enters hole_1. Charlie enters the_field. Bob enters hole_3. Alice enters hole_1. Alice enters the_field. Edward enters the_field. Edward enters hole_4. Georgia enters hole_5. Georgia enters hole_4. Charlie enters hole_4. Edward enters hole_1. Charlie enters hole_5. Charlie enters hole_2. Charlie enters hole_3. Bob enters hole_4. Alice enters hole_4. Bob enters hole_5. Alice enters hole_1. Georgia enters hole_5. Bob enters hole_1. Georgia enters hole_4. Alice enters hole_2. Alice enters hole_1. Georgia enters hole_5. Charlie enters hole_2. Edward enters hole_2. Edward enters hole_1. Georgia enters hole_1. Charlie enters hole_1. Charlie enters hole_2. Bob enters hole_2. Bob enters the_field. Bob enters hole_2. Edward enters the_field. Bob enters hole_1. Georgia enters hole_5. Alice enters the_field. Alice enters hole_4. Edward enters hole_4. Edward enters hole_1. Edward enters hole_5. Georgia enters hole_4. Charlie enters hole_3. Edward enters hole_2. Bob enters hole_2. Alice enters hole_3. Bob enters hole_1. Edward enters the_field. Alice enters hole_2. Alice enters hole_3. Edward enters hole_1. Charlie enters the_field. Danny enters the_field. Georgia enters hole_1. Edward enters hole_2. Georgia enters hole_2. Alice enters hole_2. Bob enters the_field. Charlie enters hole_1. Alice enters hole_1. Charlie enters hole_2. Georgia enters hole_3. Bob enters hole_1. Georgia enters the_field. Bob enters the_field. Georgia enters hole_4. Georgia enters hole_1. Alice enters the_field. Bob enters hole_4. Edward enters hole_3. Bob enters hole_1. Georgia enters hole_2. Georgia enters hole_1. Charlie enters hole_3. Alice enters hole_4. Alice enters hole_3. Bob enters the_field. Charlie enters hole_2. Bob enters hole_1. Georgia enters the_field,hole_2,Frank,Danny,the_field,,Hole 2
0,Alice enters hole_2. Bob enters hole_1. Alice enters hole_1. Georgia enters hole_1. Danny enters hole_2. Danny enters hole_1. Alice enters the_field. Edward enters hole_4. Alice enters hole_2. Bob enters hole_5. Charlie enters hole_4. Charlie enters hole_1. Danny enters the_field. Bob enters hole_1. Danny enters hole_2. Bob enters hole_5. Danny enters hole_3. Georgia enters hole_5. Alice enters hole_3. Bob enters hole_4. Danny enters the_field. Danny enters hole_4. Georgia enters hole_4. Georgia enters hole_1. Bob enters hole_5. Georgia enters the_field. Frank enters hole_4. Frank enters hole_3. Alice enters hole_2. Bob enters hole_2. Georgia enters hole_1. Danny enters hole_5. Bob enters the_field. Bob enters hole_2. Alice enters the_field. Georgia enters hole_2. Alice enters hole_1. Frank enters hole_4. Frank enters hole_5. Danny enters hole_1. Alice enters hole_2. Alice enters the_field. Danny enters the_field. Bob enters hole_1. Georgia enters hole_3. Alice enters hole_2. Georgia enters the_field. Danny enters hole_4. Danny enters hole_3. Georgia enters hole_4. Alice enters hole_3. Alice enters hole_4. Bob enters the_field. Georgia enters hole_1. Danny enters hole_2. Alice enters hole_5. Frank enters hole_1. Alice enters hole_1. Alice enters hole_2. Alice enters hole_3. Frank enters the_field. Alice enters the_field. Danny enters the_field. Georgia enters hole_2. Bob enters hole_2. Danny enters hole_2. Frank enters hole_1. Georgia enters hole_3. Danny enters the_field. Alice enters hole_1. Bob enters the_field. Danny enters hole_4. Charlie enters hole_2. Bob enters hole_1. Bob enters hole_5. Frank enters hole_2. Danny enters hole_1. Frank enters hole_3. Alice enters the_field. Bob enters hole_1. Frank enters hole_4. Alice enters hole_1. Georgia enters hole_2. Georgia enters the_field. Bob enters hole_2. Georgia enters hole_2. Georgia enters the_field. Frank enters hole_5. Danny enters hole_5. Danny enters hole_2. Danny enters the_field. Frank enters hole_4. Danny enters hole_2. Georgia enters hole_2. Frank enters hole_3. Georgia enters the_field. Georgia enters hole_1. Frank enters the_field. Bob enters the_field. Georgia enters the_field,hole_1,Edward,Charlie,hole_2,,Edward cannot know where Charlie is because Edward has not returned to the field and cannot witness Charlie's actions since they parted in different holes (Edward in hole 4 and Charlie in hole 1).
0,Georgia enters hole_4. Edward enters hole_4. Bob enters hole_1. Charlie enters hole_2. Georgia enters hole_5. Edward enters hole_3. Charlie enters the_field. Frank enters hole_1. Alice enters hole_1. Danny enters hole_4. Danny enters hole_3. Danny enters the_field. Georgia enters hole_4. Frank enters hole_5. Alice enters the_field. Georgia enters hole_3. Bob enters hole_5. Bob enters hole_2. Bob enters hole_3. Charlie enters hole_1. Charlie enters hole_5. Bob enters hole_2. Charlie enters hole_1. Bob enters hole_3. Charlie enters the_field. Charlie enters hole_4. Georgia enters the_field. Alice enters hole_2. Bob enters the_field. Alice enters hole_3. Charlie enters hole_5. Frank enters hole_2. Charlie enters hole_1. Charlie enters the_field. Charlie enters hole_4. Frank enters hole_3. Bob enters hole_1. Frank enters hole_4. Bob enters hole_2. Bob enters hole_3. Georgia enters hole_1. Alice enters the_field. Bob enters the_field. Charlie enters hole_3. Bob enters hole_4. Frank enters hole_5. Alice enters hole_2. Frank enters hole_2. Georgia enters hole_5. Frank enters hole_1. Charlie enters hole_2. Charlie enters hole_1. Charlie enters hole_2. Bob enters hole_3. Georgia enters hole_1. Bob enters hole_2. Charlie enters hole_3. Charlie enters the_field. Bob enters hole_1. Frank enters hole_5. Charlie enters hole_2. Charlie enters the_field. Frank enters hole_1. Charlie enters hole_1. Georgia enters hole_5. Alice enters the_field. Charlie enters hole_5. Charlie enters hole_4. Georgia enters hole_1. Bob enters hole_5. Charlie enters hole_3. Bob enters hole_1. Danny enters hole_4. Frank enters hole_2. Alice enters hole_2. Bob enters hole_2. Bob enters hole_1. Bob enters hole_2. Bob enters the_field. Frank enters hole_1. Charlie enters the_field. Georgia enters hole_5. Bob enters hole_2. Alice enters hole_3. Georgia enters hole_4. Frank enters hole_2. Alice enters hole_4. Charlie enters hole_4. Frank enters the_field. Georgia enters hole_1. Charlie enters hole_1. Bob enters hole_1. Alice enters hole_3. Alice enters hole_2. Frank enters hole_1. Alice enters hole_3. Georgia enters hole_2. Georgia enters the_field. Georgia enters hole_4. Alice enters hole_2,the_field,Edward,Danny,hole_4,,Edward thinks Danny is in hole_3.
0,Georgia enters hole_4. Edward enters hole_1. Frank enters hole_1. Alice enters hole_4. Alice enters hole_3. Georgia enters hole_1. Charlie enters hole_1. Danny enters hole_4. Alice enters the_field. Edward enters hole_5. Bob enters hole_1. Bob enters hole_2. Charlie enters hole_5. Danny enters hole_3. Georgia enters hole_2. Charlie enters hole_2. Alice enters hole_4. Alice enters hole_3. Georgia enters hole_3. Edward enters hole_4. Edward enters hole_5. Danny enters hole_4. Alice enters the_field. Edward enters hole_1. Alice enters hole_2. Edward enters the_field. Danny enters hole_3. Alice enters the_field. Danny enters hole_4. Charlie enters hole_1. Charlie enters hole_5. Edward enters hole_2. Charlie enters hole_1. Edward enters the_field. Alice enters hole_1. Charlie enters the_field. Edward enters hole_4. Georgia enters hole_2. Edward enters hole_1. Alice enters hole_5. Edward enters the_field. Danny enters hole_1. Charlie enters hole_4. Georgia enters hole_1. Georgia enters hole_2. Georgia enters hole_1. Charlie enters hole_1. Alice enters hole_4. Alice enters hole_5. Georgia enters hole_2. Charlie enters hole_5. Charlie enters hole_1. Charlie enters the_field. Edward enters hole_4. Alice enters hole_1. Edward enters hole_3. Edward enters hole_2. Charlie enters hole_4. Danny enters hole_5. Georgia enters hole_1. Charlie enters hole_5. Edward enters hole_3. Danny enters hole_4. Charlie enters hole_4. Alice enters the_field. Alice enters hole_4. Charlie enters hole_3. Danny enters hole_3. Alice enters hole_3. Charlie enters hole_2. Alice enters hole_4. Edward enters hole_4. Bob enters the_field. Alice enters hole_3. Charlie enters the_field. Danny enters the_field. Charlie enters hole_4. Alice enters hole_4. Edward enters hole_5. Danny enters hole_4. Georgia enters hole_2. Alice enters hole_1. Danny enters hole_1. Charlie enters hole_5. Georgia enters hole_3. Georgia enters hole_2. Edward enters hole_4. Charlie enters hole_2. Alice enters the_field. Alice enters hole_4. Alice enters hole_5. Danny enters the_field. Alice enters hole_4. Alice enters hole_1. Georgia enters hole_1. Charlie enters the_field. Charlie enters hole_2. Edward enters hole_5. Edward enters hole_1. Alice enters hole_2,hole_2,Frank,Bob,the_field,,"Frank cannot know where Bob is because they both entered hole_1 and since then, there is no information provided on where Frank went or where Frank saw Bob going."
0,Charlie enters hole_1. Edward enters hole_2. Edward enters hole_1. Danny enters hole_4. Edward enters the_field. Frank enters hole_4. Edward enters hole_1. Alice enters hole_2. Frank enters hole_3. Frank enters hole_2. Georgia enters hole_2. Georgia enters hole_3. Bob enters hole_2. Charlie enters hole_2. Bob enters hole_3. Frank enters hole_3. Frank enters hole_4. Bob enters hole_4. Charlie enters hole_3. Frank enters hole_5. Edward enters hole_5. Edward enters hole_2. Charlie enters the_field. Bob enters hole_3. Danny enters hole_3. Edward enters hole_1. Charlie enters hole_4. Charlie enters hole_3. Bob enters the_field. Edward enters hole_2. Frank enters hole_1. Frank enters hole_5. Bob enters hole_1. Frank enters hole_2. Edward enters the_field. Danny enters the_field. Bob enters hole_2. Edward enters hole_2. Frank enters hole_1. Bob enters the_field. Edward enters hole_3. Danny enters hole_1. Edward enters hole_4. Danny enters hole_5. Bob enters hole_4. Frank enters the_field. Frank enters hole_1. Edward enters hole_3. Bob enters hole_5. Danny enters hole_4. Charlie enters hole_4. Frank enters the_field. Danny enters hole_3. Bob enters hole_4. Danny enters hole_2. Charlie enters hole_5. Danny enters hole_3. Danny enters hole_2. Edward enters hole_4. Danny enters the_field. Danny enters hole_4. Danny enters hole_5. Charlie enters hole_2. Edward enters hole_5. Bob enters hole_5. Danny enters hole_1. Bob enters hole_2. Danny enters hole_2. Edward enters hole_2. Edward enters the_field. Bob enters the_field. Charlie enters hole_1. Georgia enters hole_4. Danny enters hole_1. Danny enters hole_5. Frank enters hole_2. Danny enters hole_1. Frank enters the_field. Danny enters hole_5. Bob enters hole_2. Charlie enters hole_5. Edward enters hole_1. Charlie enters hole_2. Danny enters hole_4. Danny enters hole_1. Bob enters the_field. Frank enters hole_4. Edward enters hole_5. Frank enters hole_3. Frank enters hole_2. Frank enters hole_3. Charlie enters hole_1. Danny enters the_field. Bob enters hole_2. Frank enters hole_2. Bob enters the_field. Charlie enters hole_2. Edward enters hole_4. Charlie enters hole_3. Bob enters hole_2,hole_3,Alice,Georgia,hole_4,,Alice thinks Georgia is in hole_3.
0,Charlie enters hole_2. Bob enters hole_4. Charlie enters the_field. Edward enters hole_4. Bob enters hole_3. Danny enters hole_2. Alice enters hole_1. Charlie enters hole_4. Frank enters hole_1. Charlie enters hole_3. Edward enters hole_3. Edward enters the_field. Georgia enters hole_1. Georgia enters the_field. Charlie enters hole_4. Danny enters the_field. Georgia enters hole_2. Charlie enters hole_3. Charlie enters hole_4. Frank enters hole_5. Frank enters hole_1. Charlie enters hole_5. Danny enters hole_4. Georgia enters the_field. Frank enters hole_2. Frank enters the_field. Danny enters hole_1. Alice enters hole_5. Danny enters hole_2. Danny enters hole_1. Frank enters hole_4. Frank enters hole_3. Danny enters hole_2. Alice enters hole_1. Charlie enters hole_4. Alice enters hole_5. Frank enters hole_2. Charlie enters hole_3. Danny enters hole_3. Frank enters the_field. Charlie enters hole_2. Danny enters hole_4. Charlie enters hole_3. Danny enters hole_3. Frank enters hole_4. Georgia enters hole_1. Alice enters hole_2. Charlie enters the_field. Frank enters hole_5. Danny enters hole_4. Danny enters hole_1. Alice enters hole_3. Danny enters hole_2. Danny enters hole_1. Danny enters hole_2. Danny enters hole_1. Alice enters the_field. Alice enters hole_2. Danny enters hole_2. Charlie enters hole_1. Georgia enters hole_2. Alice enters hole_3. Danny enters hole_1. Danny enters hole_2. Danny enters hole_3. Danny enters hole_2. Danny enters hole_3. Georgia enters hole_3. Frank enters hole_4. Frank enters hole_1. Frank enters hole_5. Frank enters hole_1. Edward enters hole_2. Charlie enters the_field. Charlie enters hole_2. Frank enters the_field. Charlie enters hole_3. Frank enters hole_1. Charlie enters hole_4. Danny enters the_field. Alice enters the_field. Alice enters hole_1. Georgia enters hole_2. Alice enters the_field. Alice enters hole_2. Alice enters hole_3. Danny enters hole_2. Frank enters hole_2. Alice enters hole_4. Georgia enters hole_1. Georgia enters hole_5. Frank enters the_field. Georgia enters hole_2. Alice enters hole_3. Frank enters hole_2. Georgia enters hole_3. Charlie enters hole_1. Frank enters hole_3. Danny enters the_field. Frank enters hole_4,the_field,Bob,Edward,hole_2,,Hole 4
0,Danny enters hole_2. Frank enters hole_2. Charlie enters hole_1. Bob enters hole_1. Frank enters hole_3. Alice enters hole_1. Danny enters the_field. Bob enters the_field. Frank enters hole_2. Alice enters the_field. Edward enters hole_1. Edward enters hole_2. Georgia enters hole_2. Georgia enters the_field. Frank enters hole_1. Frank enters the_field. Georgia enters hole_2. Frank enters hole_2. Danny enters hole_1. Georgia enters hole_1. Bob enters hole_2. Georgia enters the_field. Alice enters hole_4. Georgia enters hole_4. Danny enters the_field. Danny enters hole_4. Georgia enters hole_3. Alice enters hole_1. Danny enters hole_3. Frank enters hole_1. Georgia enters hole_2. Bob enters the_field. Alice enters hole_5. Bob enters hole_2. Danny enters the_field. Frank enters the_field. Alice enters hole_2. Frank enters hole_1. Frank enters hole_5. Danny enters hole_2. Georgia enters hole_1. Bob enters the_field. Bob enters hole_1. Alice enters the_field. Danny enters hole_1. Danny enters the_field. Georgia enters the_field. Danny enters hole_2. Georgia enters hole_2. Danny enters hole_3. Danny enters the_field. Bob enters hole_2. Danny enters hole_4. Frank enters hole_2. Georgia enters hole_3. Alice enters hole_2. Bob enters hole_3. Bob enters hole_2. Alice enters hole_1. Danny enters hole_5. Frank enters hole_1. Frank enters hole_2. Bob enters hole_1. Frank enters the_field. Alice enters hole_5. Bob enters hole_5. Georgia enters hole_2. Alice enters hole_1. Georgia enters the_field. Georgia enters hole_1. Georgia enters hole_2. Frank enters hole_1. Edward enters the_field. Alice enters hole_5. Frank enters hole_5. Danny enters hole_2. Danny enters hole_3. Alice enters hole_4. Frank enters hole_1. Frank enters hole_2. Alice enters hole_5. Georgia enters the_field. Georgia enters hole_4. Frank enters hole_3. Georgia enters hole_1. Georgia enters hole_2. Georgia enters the_field. Danny enters the_field. Bob enters hole_1. Bob enters hole_2. Bob enters the_field. Frank enters the_field. Danny enters hole_2. Danny enters hole_3. Bob enters hole_4. Georgia enters hole_4. Danny enters hole_4. Danny enters hole_5. Frank enters hole_1. Bob enters hole_1,hole_2,Charlie,Edward,the_field,,Charlie cannot know where Edward is because they have not been in the same location at the same time.
0,Georgia enters hole_4. Charlie enters hole_1. Bob enters hole_4. Frank enters hole_1. Charlie enters hole_5. Edward enters hole_1. Bob enters hole_5. Edward enters hole_2. Alice enters hole_4. Bob enters hole_2. Danny enters hole_4. Danny enters hole_1. Georgia enters hole_5. Edward enters hole_1. Frank enters the_field. Edward enters the_field. Georgia enters hole_1. Charlie enters hole_4. Charlie enters hole_1. Bob enters hole_1. Charlie enters hole_2. Bob enters the_field. Bob enters hole_2. Charlie enters the_field. Georgia enters the_field. Charlie enters hole_2. Georgia enters hole_1. Charlie enters hole_1. Charlie enters the_field. Charlie enters hole_2. Edward enters hole_4. Bob enters hole_3. Charlie enters hole_3. Bob enters hole_2. Frank enters hole_1. Bob enters hole_1. Frank enters the_field. Georgia enters hole_2. Bob enters the_field. Edward enters hole_1. Bob enters hole_1. Edward enters the_field. Georgia enters hole_1. Bob enters hole_5. Georgia enters hole_2. Frank enters hole_2. Frank enters hole_1. Frank enters hole_5. Edward enters hole_4. Charlie enters the_field. Bob enters hole_2. Charlie enters hole_4. Charlie enters hole_5. Bob enters the_field. Frank enters hole_1. Georgia enters the_field. Edward enters hole_5. Charlie enters hole_2. Charlie enters hole_1. Edward enters hole_4. Bob enters hole_1. Charlie enters the_field. Edward enters hole_1. Bob enters the_field. Georgia enters hole_1. Bob enters hole_4. Bob enters hole_3. Bob enters hole_2. Bob enters hole_3. Bob enters the_field. Edward enters the_field. Frank enters the_field. Danny enters the_field. Bob enters hole_4. Frank enters hole_1. Charlie enters hole_2. Charlie enters hole_3. Charlie enters hole_4. Charlie enters hole_1. Bob enters hole_1. Frank enters the_field. Frank enters hole_1. Frank enters the_field. Georgia enters hole_2. Frank enters hole_2. Georgia enters hole_3. Edward enters hole_4. Georgia enters the_field. Frank enters hole_3. Frank enters hole_4. Frank enters hole_5. Edward enters hole_1. Bob enters hole_2. Charlie enters hole_5. Charlie enters hole_4. Frank enters hole_2. Bob enters hole_3. Georgia enters hole_2. Frank enters the_field. Bob enters hole_2,hole_1,Alice,Danny,the_field,,Alice thinks Danny is in the field.
