,Story,Label,P1,P2,Last,CP_Loc,TOM Responses
0,Georgia enters room_2. Charlie enters room_2. Georgia enters room_3. Charlie enters the_hallway. Edward enters room_2. Frank enters room_2. Bob enters room_2. Bob enters the_hallway. Georgia enters room_4. Danny enters room_2. Alice enters room_2. Alice enters room_3. Frank enters room_3. Charlie enters room_2. Charlie enters the_hallway. Frank enters room_2. Bob enters room_4. Georgia enters room_3. Georgia enters the_hallway. Charlie enters room_2. Bob enters room_1. Charlie enters room_1. Georgia enters room_1. Frank enters the_hallway. Frank enters room_4. Frank enters room_1. Georgia enters room_5. Frank enters the_hallway. Bob enters the_hallway. Edward enters room_1. Bob enters room_4. Frank enters room_2. Frank enters room_1. Frank enters room_2. Frank enters the_hallway. Georgia enters room_1. Bob enters room_3. Bob enters room_2. Charlie enters room_5. Charlie enters room_2. Charlie enters room_1. Charlie enters the_hallway. Charlie enters room_1. Georgia enters room_5. Georgia enters room_2. Frank enters room_4. Edward enters the_hallway. Frank enters room_5. Frank enters room_1. Frank enters the_hallway. Frank enters room_4. Georgia enters room_1. Alice enters the_hallway. Edward enters room_4. Edward enters room_3. Georgia enters room_5. Charlie enters room_5. Bob enters room_1. Georgia enters room_1. Georgia enters room_2. Edward enters the_hallway. Bob enters room_2. Georgia enters room_1. Bob enters room_3. Charlie enters room_2. Edward enters room_1. Bob enters room_4. Georgia enters room_5. Charlie enters the_hallway. Edward enters room_2. Edward enters room_1. Georgia enters room_4. Georgia enters room_3. Georgia enters the_hallway. Charlie enters room_1. Bob enters room_1. Bob enters the_hallway. Charlie enters room_5. Charlie enters room_1. Bob enters room_2. Bob enters the_hallway. Bob enters room_4. Bob enters room_5. Georgia enters room_4. Edward enters the_hallway. Edward enters room_4. Bob enters room_4. Edward enters room_5. Bob enters room_1. Edward enters room_4. Edward enters room_3. Georgia enters room_3. Edward enters room_4. Bob enters room_2. Frank enters room_5. Edward enters room_1. Bob enters room_3. Frank enters room_1. Edward enters room_2. Edward enters room_3,room_3,Danny,Alice,the_hallway,,room_3
0,Charlie enters room_4. Charlie enters room_3. Georgia enters room_2. Charlie enters room_2. Frank enters room_1. Charlie enters room_1. Danny enters room_1. Alice enters room_1. Frank enters room_2. Frank enters the_hallway. Bob enters room_1. Bob enters room_5. Edward enters room_2. Danny enters the_hallway. Edward enters the_hallway. Charlie enters room_2. Charlie enters room_3. Georgia enters the_hallway. Georgia enters room_1. Danny enters room_1. Georgia enters the_hallway. Charlie enters the_hallway. Frank enters room_1. Georgia enters room_2. Danny enters the_hallway. Danny enters room_1. Georgia enters room_1. Edward enters room_4. Frank enters room_5. Danny enters room_2. Frank enters room_1. Danny enters room_3. Danny enters room_4. Danny enters room_3. Frank enters room_2. Edward enters room_5. Danny enters the_hallway. Danny enters room_4. Edward enters room_1. Georgia enters the_hallway. Edward enters room_2. Danny enters room_5. Frank enters the_hallway. Charlie enters room_2. Charlie enters the_hallway. Charlie enters room_1. Georgia enters room_4. Edward enters the_hallway. Danny enters room_2. Charlie enters the_hallway. Frank enters room_4. Edward enters room_4. Bob enters room_4. Charlie enters room_1. Frank enters room_5. Frank enters room_4. Charlie enters room_5. Edward enters room_5. Charlie enters room_1. Charlie enters room_2. Edward enters room_4. Charlie enters room_1. Charlie enters room_2. Charlie enters room_3. Charlie enters the_hallway. Charlie enters room_1. Georgia enters room_5. Charlie enters room_5. Frank enters room_5. Georgia enters room_1. Georgia enters room_2. Georgia enters the_hallway. Danny enters the_hallway. Georgia enters room_1. Edward enters room_3. Frank enters room_1. Charlie enters room_2. Edward enters the_hallway. Danny enters room_1. Frank enters the_hallway. Edward enters room_1. Charlie enters room_3. Georgia enters room_5. Frank enters room_2. Edward enters the_hallway. Frank enters the_hallway. Georgia enters room_4. Georgia enters room_3. Georgia enters room_2. Danny enters room_2. Georgia enters the_hallway. Edward enters room_2. Georgia enters room_2. Charlie enters room_2. Edward enters room_1. Edward enters room_5. Georgia enters room_3. Edward enters room_2. Frank enters room_2. Frank enters room_1,room_5,Alice,Bob,room_4,,Alice last saw Bob entering room_1. She would not know that he moved to room_5 or room_4 since she remained in room_1. So Alice thinks Bob is in room_1.
0,Danny enters room_1. Charlie enters room_2. Alice enters room_4. Charlie enters the_hallway. Charlie enters room_1. Alice enters room_1. Frank enters room_1. Frank enters room_5. Georgia enters room_2. Alice enters room_2. Danny enters room_5. Danny enters room_2. Georgia enters room_3. Edward enters room_2. Georgia enters room_2. Georgia enters room_1. Alice enters the_hallway. Bob enters room_2. Alice enters room_2. Georgia enters room_5. Georgia enters room_1. Charlie enters the_hallway. Bob enters room_3. Alice enters room_1. Alice enters the_hallway. Edward enters the_hallway. Edward enters room_4. Georgia enters room_5. Georgia enters room_4. Charlie enters room_4. Edward enters room_1. Charlie enters room_5. Charlie enters room_2. Charlie enters room_3. Bob enters room_4. Alice enters room_4. Bob enters room_5. Alice enters room_1. Georgia enters room_5. Bob enters room_1. Georgia enters room_4. Alice enters room_2. Alice enters room_1. Georgia enters room_5. Charlie enters room_2. Edward enters room_2. Edward enters room_1. Georgia enters room_1. Charlie enters room_1. Charlie enters room_2. Bob enters room_2. Bob enters the_hallway. Danny enters the_hallway. Bob enters room_2. Edward enters the_hallway. Bob enters room_1. Georgia enters room_5. Alice enters the_hallway. Alice enters room_4. Edward enters room_4. Edward enters room_1. Edward enters room_5. Georgia enters room_4. Charlie enters room_3. Edward enters room_2. Bob enters room_2. Alice enters room_3. Bob enters room_1. Edward enters the_hallway. Alice enters room_2. Alice enters room_3. Edward enters room_1. Charlie enters the_hallway. Georgia enters room_1. Edward enters room_2. Georgia enters room_2. Alice enters room_2. Bob enters the_hallway. Charlie enters room_1. Alice enters room_1. Charlie enters room_2. Georgia enters room_3. Bob enters room_1. Georgia enters the_hallway. Bob enters the_hallway. Georgia enters room_4. Georgia enters room_1. Alice enters the_hallway. Bob enters room_4. Edward enters room_3. Bob enters room_1. Georgia enters room_2. Georgia enters room_1. Charlie enters room_3. Alice enters room_4. Alice enters room_3. Bob enters the_hallway. Charlie enters room_2. Bob enters room_1. Georgia enters the_hallway,room_2,Frank,Danny,the_hallway,,Frank last saw Danny in room 1.
0,Alice enters room_2. Bob enters room_1. Alice enters room_1. Georgia enters room_1. Danny enters room_2. Danny enters room_1. Alice enters the_hallway. Edward enters room_4. Alice enters room_2. Bob enters room_5. Charlie enters room_4. Charlie enters room_1. Danny enters the_hallway. Bob enters room_1. Danny enters room_2. Bob enters room_5. Danny enters room_3. Georgia enters room_5. Alice enters room_3. Bob enters room_4. Danny enters the_hallway. Danny enters room_4. Georgia enters room_4. Georgia enters room_1. Bob enters room_5. Georgia enters the_hallway. Frank enters room_4. Frank enters room_3. Alice enters room_2. Bob enters room_2. Georgia enters room_1. Danny enters room_5. Bob enters the_hallway. Bob enters room_2. Alice enters the_hallway. Georgia enters room_2. Alice enters room_1. Frank enters room_4. Frank enters room_5. Danny enters room_1. Alice enters room_2. Alice enters the_hallway. Danny enters the_hallway. Bob enters room_1. Georgia enters room_3. Alice enters room_2. Georgia enters the_hallway. Danny enters room_4. Danny enters room_3. Georgia enters room_4. Alice enters room_3. Alice enters room_4. Charlie enters room_2. Bob enters the_hallway. Georgia enters room_1. Danny enters room_2. Alice enters room_5. Frank enters room_1. Alice enters room_1. Alice enters room_2. Alice enters room_3. Frank enters the_hallway. Alice enters the_hallway. Danny enters the_hallway. Georgia enters room_2. Bob enters room_2. Danny enters room_2. Frank enters room_1. Georgia enters room_3. Danny enters the_hallway. Alice enters room_1. Bob enters the_hallway. Danny enters room_4. Bob enters room_1. Bob enters room_5. Frank enters room_2. Danny enters room_1. Frank enters room_3. Alice enters the_hallway. Bob enters room_1. Frank enters room_4. Alice enters room_1. Georgia enters room_2. Georgia enters the_hallway. Bob enters room_2. Georgia enters room_2. Georgia enters the_hallway. Frank enters room_5. Danny enters room_5. Danny enters room_2. Danny enters the_hallway. Frank enters room_4. Danny enters room_2. Georgia enters room_2. Frank enters room_3. Georgia enters the_hallway. Georgia enters room_1. Frank enters the_hallway. Bob enters the_hallway. Georgia enters the_hallway,room_1,Edward,Charlie,room_2,,Edward does not have information about Charlie's location because they were never in the same room at the same time.
0,Georgia enters room_4. Edward enters room_4. Bob enters room_1. Charlie enters room_2. Georgia enters room_5. Edward enters room_3. Charlie enters the_hallway. Frank enters room_1. Alice enters room_1. Danny enters room_4. Danny enters room_3. Danny enters the_hallway. Georgia enters room_4. Frank enters room_5. Alice enters the_hallway. Georgia enters room_3. Bob enters room_5. Bob enters room_2. Bob enters room_3. Charlie enters room_1. Charlie enters room_5. Bob enters room_2. Charlie enters room_1. Bob enters room_3. Charlie enters the_hallway. Charlie enters room_4. Georgia enters the_hallway. Alice enters room_2. Bob enters the_hallway. Alice enters room_3. Charlie enters room_5. Frank enters room_2. Charlie enters room_1. Charlie enters the_hallway. Charlie enters room_4. Frank enters room_3. Bob enters room_1. Frank enters room_4. Bob enters room_2. Bob enters room_3. Georgia enters room_1. Alice enters the_hallway. Bob enters the_hallway. Charlie enters room_3. Bob enters room_4. Frank enters room_5. Alice enters room_2. Frank enters room_2. Georgia enters room_5. Frank enters room_1. Charlie enters room_2. Charlie enters room_1. Danny enters room_4. Charlie enters room_2. Bob enters room_3. Georgia enters room_1. Bob enters room_2. Charlie enters room_3. Charlie enters the_hallway. Bob enters room_1. Frank enters room_5. Charlie enters room_2. Charlie enters the_hallway. Frank enters room_1. Charlie enters room_1. Georgia enters room_5. Alice enters the_hallway. Charlie enters room_5. Charlie enters room_4. Georgia enters room_1. Bob enters room_5. Charlie enters room_3. Bob enters room_1. Frank enters room_2. Alice enters room_2. Bob enters room_2. Bob enters room_1. Bob enters room_2. Bob enters the_hallway. Frank enters room_1. Charlie enters the_hallway. Georgia enters room_5. Bob enters room_2. Alice enters room_3. Georgia enters room_4. Frank enters room_2. Alice enters room_4. Charlie enters room_4. Frank enters the_hallway. Georgia enters room_1. Charlie enters room_1. Bob enters room_1. Alice enters room_3. Alice enters room_2. Frank enters room_1. Alice enters room_3. Georgia enters room_2. Georgia enters the_hallway. Georgia enters room_4. Alice enters room_2,the_hallway,Edward,Danny,room_4,,Edward last saw Danny in room 4.
0,Georgia enters room_4. Edward enters room_1. Frank enters room_1. Alice enters room_4. Alice enters room_3. Georgia enters room_1. Charlie enters room_1. Danny enters room_4. Alice enters the_hallway. Edward enters room_5. Bob enters room_1. Bob enters room_2. Charlie enters room_5. Danny enters room_3. Georgia enters room_2. Charlie enters room_2. Alice enters room_4. Alice enters room_3. Georgia enters room_3. Edward enters room_4. Edward enters room_5. Danny enters room_4. Alice enters the_hallway. Edward enters room_1. Alice enters room_2. Edward enters the_hallway. Danny enters room_3. Alice enters the_hallway. Danny enters room_4. Charlie enters room_1. Charlie enters room_5. Edward enters room_2. Charlie enters room_1. Edward enters the_hallway. Alice enters room_1. Charlie enters the_hallway. Edward enters room_4. Georgia enters room_2. Edward enters room_1. Alice enters room_5. Edward enters the_hallway. Danny enters room_1. Charlie enters room_4. Georgia enters room_1. Georgia enters room_2. Georgia enters room_1. Charlie enters room_1. Alice enters room_4. Alice enters room_5. Georgia enters room_2. Charlie enters room_5. Charlie enters room_1. Bob enters the_hallway. Charlie enters the_hallway. Edward enters room_4. Alice enters room_1. Edward enters room_3. Edward enters room_2. Charlie enters room_4. Danny enters room_5. Georgia enters room_1. Charlie enters room_5. Edward enters room_3. Danny enters room_4. Charlie enters room_4. Alice enters the_hallway. Alice enters room_4. Charlie enters room_3. Danny enters room_3. Alice enters room_3. Charlie enters room_2. Alice enters room_4. Edward enters room_4. Alice enters room_3. Charlie enters the_hallway. Danny enters the_hallway. Charlie enters room_4. Alice enters room_4. Edward enters room_5. Danny enters room_4. Georgia enters room_2. Alice enters room_1. Danny enters room_1. Charlie enters room_5. Georgia enters room_3. Georgia enters room_2. Edward enters room_4. Charlie enters room_2. Alice enters the_hallway. Alice enters room_4. Alice enters room_5. Danny enters the_hallway. Alice enters room_4. Alice enters room_1. Georgia enters room_1. Charlie enters the_hallway. Charlie enters room_2. Edward enters room_5. Edward enters room_1. Alice enters room_2,room_2,Frank,Bob,the_hallway,,Frank thinks Bob is in room_2.
0,Charlie enters room_1. Edward enters room_2. Edward enters room_1. Danny enters room_4. Edward enters the_hallway. Frank enters room_4. Edward enters room_1. Alice enters room_2. Frank enters room_3. Frank enters room_2. Georgia enters room_2. Georgia enters room_3. Bob enters room_2. Charlie enters room_2. Bob enters room_3. Frank enters room_3. Frank enters room_4. Bob enters room_4. Charlie enters room_3. Frank enters room_5. Edward enters room_5. Edward enters room_2. Charlie enters the_hallway. Bob enters room_3. Danny enters room_3. Edward enters room_1. Charlie enters room_4. Charlie enters room_3. Bob enters the_hallway. Edward enters room_2. Frank enters room_1. Frank enters room_5. Bob enters room_1. Frank enters room_2. Edward enters the_hallway. Danny enters the_hallway. Bob enters room_2. Edward enters room_2. Frank enters room_1. Bob enters the_hallway. Edward enters room_3. Danny enters room_1. Edward enters room_4. Danny enters room_5. Bob enters room_4. Frank enters the_hallway. Frank enters room_1. Edward enters room_3. Bob enters room_5. Danny enters room_4. Charlie enters room_4. Frank enters the_hallway. Georgia enters room_4. Danny enters room_3. Bob enters room_4. Danny enters room_2. Charlie enters room_5. Danny enters room_3. Danny enters room_2. Edward enters room_4. Danny enters the_hallway. Danny enters room_4. Danny enters room_5. Charlie enters room_2. Edward enters room_5. Bob enters room_5. Danny enters room_1. Bob enters room_2. Danny enters room_2. Edward enters room_2. Edward enters the_hallway. Bob enters the_hallway. Charlie enters room_1. Danny enters room_1. Danny enters room_5. Frank enters room_2. Danny enters room_1. Frank enters the_hallway. Danny enters room_5. Bob enters room_2. Charlie enters room_5. Edward enters room_1. Charlie enters room_2. Danny enters room_4. Danny enters room_1. Bob enters the_hallway. Frank enters room_4. Edward enters room_5. Frank enters room_3. Frank enters room_2. Frank enters room_3. Charlie enters room_1. Danny enters the_hallway. Bob enters room_2. Frank enters room_2. Bob enters the_hallway. Charlie enters room_2. Edward enters room_4. Charlie enters room_3. Bob enters room_2,room_3,Alice,Georgia,room_4,,Alice thinks Georgia is in room_3.
0,Charlie enters room_2. Bob enters room_4. Charlie enters the_hallway. Edward enters room_4. Bob enters room_3. Danny enters room_2. Alice enters room_1. Charlie enters room_4. Frank enters room_1. Charlie enters room_3. Edward enters room_3. Edward enters the_hallway. Georgia enters room_1. Georgia enters the_hallway. Charlie enters room_4. Danny enters the_hallway. Georgia enters room_2. Charlie enters room_3. Charlie enters room_4. Frank enters room_5. Frank enters room_1. Charlie enters room_5. Danny enters room_4. Georgia enters the_hallway. Frank enters room_2. Frank enters the_hallway. Danny enters room_1. Alice enters room_5. Danny enters room_2. Danny enters room_1. Frank enters room_4. Frank enters room_3. Danny enters room_2. Alice enters room_1. Charlie enters room_4. Alice enters room_5. Frank enters room_2. Charlie enters room_3. Danny enters room_3. Frank enters the_hallway. Charlie enters room_2. Danny enters room_4. Charlie enters room_3. Danny enters room_3. Frank enters room_4. Georgia enters room_1. Alice enters room_2. Charlie enters the_hallway. Frank enters room_5. Danny enters room_4. Danny enters room_1. Alice enters room_3. Edward enters room_2. Danny enters room_2. Danny enters room_1. Danny enters room_2. Danny enters room_1. Alice enters the_hallway. Alice enters room_2. Danny enters room_2. Charlie enters room_1. Georgia enters room_2. Alice enters room_3. Danny enters room_1. Danny enters room_2. Danny enters room_3. Danny enters room_2. Danny enters room_3. Georgia enters room_3. Frank enters room_4. Frank enters room_1. Frank enters room_5. Frank enters room_1. Charlie enters the_hallway. Charlie enters room_2. Frank enters the_hallway. Charlie enters room_3. Frank enters room_1. Charlie enters room_4. Danny enters the_hallway. Alice enters the_hallway. Alice enters room_1. Georgia enters room_2. Alice enters the_hallway. Alice enters room_2. Alice enters room_3. Danny enters room_2. Frank enters room_2. Alice enters room_4. Georgia enters room_1. Georgia enters room_5. Frank enters the_hallway. Georgia enters room_2. Alice enters room_3. Frank enters room_2. Georgia enters room_3. Charlie enters room_1. Frank enters room_3. Danny enters the_hallway. Frank enters room_4,the_hallway,Bob,Edward,room_2,,Bob would not know where Edward is because the last time Bob saw Edward was when they were both in room_4 and Bob left for room_3. Edward's movements afterwards were not witnessed by Bob.
0,Danny enters room_2. Frank enters room_2. Charlie enters room_1. Bob enters room_1. Frank enters room_3. Alice enters room_1. Danny enters the_hallway. Bob enters the_hallway. Frank enters room_2. Alice enters the_hallway. Edward enters room_1. Edward enters room_2. Georgia enters room_2. Georgia enters the_hallway. Frank enters room_1. Frank enters the_hallway. Georgia enters room_2. Frank enters room_2. Danny enters room_1. Georgia enters room_1. Bob enters room_2. Georgia enters the_hallway. Alice enters room_4. Georgia enters room_4. Danny enters the_hallway. Danny enters room_4. Georgia enters room_3. Alice enters room_1. Danny enters room_3. Frank enters room_1. Georgia enters room_2. Bob enters the_hallway. Alice enters room_5. Bob enters room_2. Danny enters the_hallway. Frank enters the_hallway. Alice enters room_2. Frank enters room_1. Frank enters room_5. Danny enters room_2. Georgia enters room_1. Bob enters the_hallway. Bob enters room_1. Alice enters the_hallway. Danny enters room_1. Danny enters the_hallway. Georgia enters the_hallway. Danny enters room_2. Georgia enters room_2. Danny enters room_3. Danny enters the_hallway. Bob enters room_2. Edward enters the_hallway. Danny enters room_4. Frank enters room_2. Georgia enters room_3. Alice enters room_2. Bob enters room_3. Bob enters room_2. Alice enters room_1. Danny enters room_5. Frank enters room_1. Frank enters room_2. Bob enters room_1. Frank enters the_hallway. Alice enters room_5. Bob enters room_5. Georgia enters room_2. Alice enters room_1. Georgia enters the_hallway. Georgia enters room_1. Georgia enters room_2. Frank enters room_1. Alice enters room_5. Frank enters room_5. Danny enters room_2. Danny enters room_3. Alice enters room_4. Frank enters room_1. Frank enters room_2. Alice enters room_5. Georgia enters the_hallway. Georgia enters room_4. Frank enters room_3. Georgia enters room_1. Georgia enters room_2. Georgia enters the_hallway. Danny enters the_hallway. Bob enters room_1. Bob enters room_2. Bob enters the_hallway. Frank enters the_hallway. Danny enters room_2. Danny enters room_3. Bob enters room_4. Georgia enters room_4. Danny enters room_4. Danny enters room_5. Frank enters room_1. Bob enters room_1,room_2,Charlie,Edward,the_hallway,,Charlie does not know where Edward is because they were never in the same room at the same time.
0,Georgia enters room_4. Charlie enters room_1. Bob enters room_4. Frank enters room_1. Charlie enters room_5. Edward enters room_1. Bob enters room_5. Edward enters room_2. Alice enters room_4. Bob enters room_2. Danny enters room_4. Danny enters room_1. Georgia enters room_5. Edward enters room_1. Frank enters the_hallway. Edward enters the_hallway. Georgia enters room_1. Charlie enters room_4. Charlie enters room_1. Bob enters room_1. Charlie enters room_2. Bob enters the_hallway. Bob enters room_2. Charlie enters the_hallway. Georgia enters the_hallway. Charlie enters room_2. Georgia enters room_1. Charlie enters room_1. Charlie enters the_hallway. Charlie enters room_2. Edward enters room_4. Bob enters room_3. Charlie enters room_3. Bob enters room_2. Frank enters room_1. Bob enters room_1. Frank enters the_hallway. Georgia enters room_2. Bob enters the_hallway. Edward enters room_1. Bob enters room_1. Edward enters the_hallway. Georgia enters room_1. Bob enters room_5. Georgia enters room_2. Frank enters room_2. Frank enters room_1. Frank enters room_5. Edward enters room_4. Charlie enters the_hallway. Bob enters room_2. Charlie enters room_4. Danny enters the_hallway. Charlie enters room_5. Bob enters the_hallway. Frank enters room_1. Georgia enters the_hallway. Edward enters room_5. Charlie enters room_2. Charlie enters room_1. Edward enters room_4. Bob enters room_1. Charlie enters the_hallway. Edward enters room_1. Bob enters the_hallway. Georgia enters room_1. Bob enters room_4. Bob enters room_3. Bob enters room_2. Bob enters room_3. Bob enters the_hallway. Edward enters the_hallway. Frank enters the_hallway. Bob enters room_4. Frank enters room_1. Charlie enters room_2. Charlie enters room_3. Charlie enters room_4. Charlie enters room_1. Bob enters room_1. Frank enters the_hallway. Frank enters room_1. Frank enters the_hallway. Georgia enters room_2. Frank enters room_2. Georgia enters room_3. Edward enters room_4. Georgia enters the_hallway. Frank enters room_3. Frank enters room_4. Frank enters room_5. Edward enters room_1. Bob enters room_2. Charlie enters room_5. Charlie enters room_4. Frank enters room_2. Bob enters room_3. Georgia enters room_2. Frank enters the_hallway. Bob enters room_2,room_1,Alice,Danny,the_hallway,,Alice last saw Danny enter room_4.
